start_time,context,duration_minutes
2024-11-30 00:56:00,sleep,52
2024-11-30 01:48:00,sleep,60
2024-11-30 02:48:00,sleep,59
2024-11-30 03:47:00,sleep,71
2024-11-30 04:58:00,sleep,64
2024-11-30 06:02:00,sleep_transition,16
2024-11-30 06:18:00,sleep_transition,25
2024-11-30 06:43:00,sleep_transition,25
2024-11-30 07:08:00,resting_awake,42
2024-11-30 07:50:00,active_high,20
2024-11-30 08:10:00,post_meal,45
2024-11-30 08:55:00,post_meal,59
2024-11-30 09:54:00,resting_awake,88
2024-11-30 11:22:00,active_low,28
2024-11-30 11:50:00,resting_awake,53
2024-11-30 12:43:00,post_meal,77
2024-11-30 14:00:00,active_low,22
2024-11-30 14:22:00,resting_awake,64
2024-11-30 15:26:00,resting_awake,54
2024-11-30 16:20:00,stress_event,23
2024-11-30 16:43:00,resting_awake,45
2024-11-30 17:28:00,active_low,23
2024-11-30 17:51:00,active_low,20
2024-11-30 18:11:00,post_exercise,18
2024-11-30 18:29:00,post_exercise,22
2024-11-30 18:51:00,resting_awake,36
2024-11-30 19:27:00,post_meal,92
2024-11-30 20:59:00,post_meal,107
2024-11-30 22:46:00,resting_awake,41
2024-11-30 23:27:00,sleep,88
2024-12-01 00:55:00,sleep,80
2024-12-01 02:15:00,sleep,51
2024-12-01 03:06:00,sleep,84
2024-12-01 04:30:00,sleep,51
2024-12-01 05:21:00,sleep,75
2024-12-01 06:36:00,sleep_transition,15
2024-12-01 06:51:00,sleep_transition,15
2024-12-01 07:06:00,resting_awake,36
2024-12-01 07:42:00,resting_awake,41
2024-12-01 08:23:00,post_meal,31
2024-12-01 08:54:00,post_meal,50
2024-12-01 09:44:00,resting_awake,62
2024-12-01 10:46:00,resting_awake,48
2024-12-01 11:34:00,resting_awake,46
2024-12-01 12:20:00,post_meal,88
2024-12-01 13:48:00,post_meal,72
2024-12-01 15:00:00,resting_awake,35
2024-12-01 15:35:00,active_low,38
2024-12-01 16:13:00,resting_awake,60
2024-12-01 17:13:00,active_low,20
2024-12-01 17:33:00,active_high,58
2024-12-01 18:31:00,post_exercise,21
2024-12-01 18:52:00,post_exercise,17
2024-12-01 19:09:00,post_meal,77
2024-12-01 20:26:00,post_meal,84
2024-12-01 21:50:00,resting_awake,39
2024-12-01 22:29:00,resting_awake,51
2024-12-01 23:20:00,sleep,87
