timestamp,hrv_rmssd_ms,context,sampling_interval_sec,quality_flag
2024-11-25 03:37:00,63.52734010340096,sleep,300,1
2024-11-25 03:42:00,61.92551865040788,sleep,300,1
2024-11-25 03:47:00,62.73283509599387,sleep,300,1
2024-11-25 03:52:00,61.42942979665248,sleep,300,1
2024-11-25 03:57:00,57.524469439617,sleep,300,1
2024-11-25 04:02:00,57.447921279318244,sleep,300,1
2024-11-25 04:11:00,58.5,sleep,300,1
2024-11-25 04:16:00,61.01743352351933,sleep,300,1
2024-11-25 04:21:00,63.75926757905716,sleep,300,1
2024-11-25 04:26:00,62.197012568469965,sleep,300,1
2024-11-25 04:31:00,62.33349647849408,sleep,300,1
2024-11-25 04:36:00,60.89689204312341,sleep,300,1
2024-11-25 04:41:00,62.5550950762324,sleep,300,1
2024-11-25 04:46:00,64.82827528460453,sleep,300,1
2024-11-25 04:51:00,62.98752991374079,sleep,300,1
2024-11-25 04:56:00,63.728274170258544,sleep,300,1
2024-11-25 05:01:00,64.59655354193538,sleep,300,1
2024-11-25 05:06:00,64.37279672673209,sleep,300,1
2024-11-25 05:11:00,66.96082346046573,sleep,300,1
2024-11-25 05:16:00,69.33178317893281,sleep,300,1
2024-11-25 05:23:00,58.5,sleep,300,1
2024-11-25 05:28:00,55.29057900050974,sleep,300,1
2024-11-25 05:33:00,53.18644291500017,sleep,300,1
2024-11-25 05:38:00,56.77847218293877,sleep,300,1
2024-11-25 05:43:00,56.018662353253255,sleep,300,1
2024-11-25 05:48:00,58.93560272818717,sleep,300,1
2024-11-25 05:53:00,58.91410281904329,sleep,300,1
2024-11-25 06:00:00,45.0,sleep_transition,60,1
2024-11-25 06:01:00,45.52981487237734,sleep_transition,60,1
2024-11-25 06:02:00,46.48330299325165,sleep_transition,60,1
2024-11-25 06:03:00,48.903107067446065,sleep_transition,60,1
2024-11-25 06:04:00,49.36077855511117,sleep_transition,60,1
2024-11-25 06:05:00,49.11777307017219,sleep_transition,60,1
2024-11-25 06:06:00,47.80645230422458,sleep_transition,60,1
2024-11-25 06:07:00,50.88490983413702,sleep_transition,60,1
2024-11-25 06:08:00,51.622458799233236,sleep_transition,60,1
2024-11-25 06:09:00,50.08746077927433,sleep_transition,60,1
2024-11-25 06:10:00,48.2211791189812,sleep_transition,60,1
2024-11-25 06:11:00,50.110333185429404,sleep_transition,60,1
2024-11-25 06:12:00,48.44964670596767,sleep_transition,60,1
2024-11-25 06:13:00,51.260885500023875,sleep_transition,60,1
2024-11-25 06:14:00,46.939368577387015,sleep_transition,60,1
2024-11-25 06:15:00,49.10544961143478,sleep_transition,60,1
2024-11-25 06:16:00,45.0,sleep_transition,60,1
2024-11-25 06:17:00,45.74960432127927,sleep_transition,60,1
2024-11-25 06:18:00,46.857896356156004,sleep_transition,60,1
2024-11-25 06:19:00,49.13278144088449,sleep_transition,60,1
2024-11-25 06:20:00,50.48073342900361,sleep_transition,60,1
2024-11-25 06:21:00,49.30194853536844,sleep_transition,60,1
2024-11-25 06:22:00,49.81647626168941,sleep_transition,60,1
2024-11-25 06:23:00,49.85380230335726,sleep_transition,60,1
2024-11-25 06:24:00,47.74261345607995,sleep_transition,60,1
2024-11-25 06:25:00,48.32164787697824,sleep_transition,60,1
2024-11-25 06:26:00,51.13884625024676,sleep_transition,60,1
2024-11-25 06:27:00,51.112511016481015,sleep_transition,60,1
2024-11-25 06:28:00,48.58223851168173,sleep_transition,60,1
2024-11-25 06:29:00,48.58433969943414,sleep_transition,60,1
2024-11-25 06:30:00,46.671230202973234,sleep_transition,60,1
2024-11-25 06:31:00,47.98004331025075,sleep_transition,60,1
2024-11-25 06:32:00,48.751086352745425,sleep_transition,60,1
2024-11-25 06:33:00,48.44136313619001,sleep_transition,60,1
2024-11-25 06:34:00,47.88876620836471,sleep_transition,60,1
2024-11-25 06:35:00,47.526133698889,sleep_transition,60,1
2024-11-25 06:36:00,47.5074926518876,sleep_transition,60,1
2024-11-25 06:37:00,46.287441062777376,sleep_transition,60,1
2024-11-25 06:38:00,44.13491752399204,sleep_transition,60,1
2024-11-25 06:39:00,45.898760377947546,sleep_transition,60,1
2024-11-25 06:40:00,45.294247437816175,sleep_transition,60,1
2024-11-25 06:41:00,45.54776530614863,sleep_transition,60,1
2024-11-25 06:42:00,45.98016985677225,sleep_transition,60,1
2024-11-25 06:43:00,46.46376420190295,sleep_transition,60,1
2024-11-25 06:44:00,45.0,sleep_transition,60,1
2024-11-25 06:45:00,45.01646300709654,sleep_transition,60,1
2024-11-25 06:46:00,45.56188907264678,sleep_transition,60,1
2024-11-25 06:47:00,46.86824788648156,sleep_transition,60,1
2024-11-25 06:48:00,48.581549593609616,sleep_transition,60,1
2024-11-25 06:49:00,47.91240272673511,sleep_transition,60,1
2024-11-25 06:50:00,48.645103592661506,sleep_transition,60,1
2024-11-25 06:51:00,49.358093337570885,sleep_transition,60,1
2024-11-25 06:52:00,49.80865318227016,sleep_transition,60,1
2024-11-25 06:53:00,49.010762064889676,sleep_transition,60,1
2024-11-25 06:54:00,47.37816634453169,sleep_transition,60,1
2024-11-25 06:55:00,48.12148687881422,sleep_transition,60,1
2024-11-25 06:56:00,45.45489190641514,sleep_transition,60,1
2024-11-25 06:57:00,45.03688597134834,sleep_transition,60,1
2024-11-25 06:58:00,41.104956737393145,sleep_transition,60,1
2024-11-25 06:59:00,39.095868528880025,sleep_transition,60,1
2024-11-25 07:00:00,37.81880951838556,sleep_transition,60,1
2024-11-25 07:01:00,39.59648964975995,sleep_transition,60,1
2024-11-25 07:02:00,40.72299749478165,sleep_transition,60,1
2024-11-25 07:03:00,39.92331097037535,sleep_transition,60,1
2024-11-25 07:04:00,45.0,resting_awake,900,1
2024-11-25 07:19:00,48.99626957254643,resting_awake,900,1
2024-11-25 07:39:00,45.0,resting_awake,900,1
2024-11-25 07:54:00,33.80204427195929,resting_awake,900,1
2024-11-25 08:17:00,45.0,post_meal,600,1
2024-11-25 08:27:00,49.040249002571706,post_meal,600,1
2024-11-25 08:37:00,49.77089773886175,post_meal,600,1
2024-11-25 08:49:00,45.0,post_meal,600,1
2024-11-25 08:59:00,38.13564279281517,post_meal,600,1
2024-11-25 09:09:00,38.31159064777821,post_meal,600,1
2024-11-25 09:19:00,38.05807180984721,post_meal,600,1
2024-11-25 09:29:00,37.02987221440362,post_meal,600,1
2024-11-25 09:40:00,31.499999999999996,stress_event,60,1
2024-11-25 09:41:00,30.939549367266142,stress_event,60,1
2024-11-25 09:42:00,32.9321755079897,stress_event,60,1
2024-11-25 09:43:00,34.18110308819969,stress_event,60,1
2024-11-25 09:44:00,32.63984758613179,stress_event,60,1
2024-11-25 09:45:00,32.06728690316255,stress_event,60,1
2024-11-25 09:46:00,30.330338980466045,stress_event,60,1
2024-11-25 09:47:00,29.364065167187647,stress_event,60,1
2024-11-25 09:48:00,26.574432224022306,stress_event,60,1
2024-11-25 09:49:00,26.33920731529985,stress_event,60,1
2024-11-25 09:50:00,91.56020330837917,stress_event,60,0
2024-11-25 09:51:00,22.480074087031383,stress_event,60,1
2024-11-25 09:52:00,19.64387460443538,stress_event,60,1
2024-11-25 09:53:00,20.196844135529748,stress_event,60,1
2024-11-25 09:54:00,18.693361181585303,stress_event,60,1
2024-11-25 09:55:00,19.446296109458654,stress_event,60,1
2024-11-25 09:56:00,22.026929458944867,stress_event,60,1
2024-11-25 09:57:00,25.767980108198348,stress_event,60,1
2024-11-25 09:58:00,79.78980786044114,stress_event,60,0
2024-11-25 09:59:00,18.086980365356773,stress_event,60,1
2024-11-25 10:00:00,17.46843715528357,stress_event,60,1
2024-11-25 10:11:00,45.0,resting_awake,900,1
2024-11-25 10:26:00,47.522169229214306,resting_awake,900,1
2024-11-25 10:41:00,51.24863187698998,resting_awake,900,1
2024-11-25 10:56:00,49.18901297118262,resting_awake,900,1
2024-11-25 11:24:00,31.499999999999996,stress_event,60,1
2024-11-25 11:25:00,35.10301419422048,stress_event,60,1
2024-11-25 11:26:00,34.34812146896484,stress_event,60,1
2024-11-25 11:27:00,32.013642137853694,stress_event,60,1
2024-11-25 11:28:00,34.82043230823144,stress_event,60,1
2024-11-25 11:29:00,34.134696409863366,stress_event,60,1
2024-11-25 11:30:00,32.9942016505758,stress_event,60,1
2024-11-25 11:31:00,32.058751901394544,stress_event,60,1
2024-11-25 11:32:00,30.390521289219386,stress_event,60,1
2024-11-25 11:33:00,32.18985156222392,stress_event,60,1
2024-11-25 11:34:00,29.085482149121457,stress_event,60,1
2024-11-25 11:35:00,29.336932131591375,stress_event,60,1
2024-11-25 11:36:00,29.928871342470938,stress_event,60,1
2024-11-25 11:37:00,28.552101892525254,stress_event,60,1
2024-11-25 11:38:00,32.24713578118246,stress_event,60,1
2024-11-25 11:39:00,34.323514284242385,stress_event,60,1
2024-11-25 11:40:00,33.252984606618796,stress_event,60,1
2024-11-25 11:41:00,32.99616950289885,stress_event,60,1
2024-11-25 11:42:00,35.05851368006344,stress_event,60,1
2024-11-25 11:43:00,31.499999999999996,stress_event,60,1
2024-11-25 11:44:00,28.827493844754965,stress_event,60,1
2024-11-25 11:45:00,28.627266729878517,stress_event,60,1
2024-11-25 11:46:00,30.74826719409109,stress_event,60,1
2024-11-25 11:47:00,30.79329179935058,stress_event,60,1
2024-11-25 11:48:00,31.922596109343136,stress_event,60,1
2024-11-25 11:49:00,29.901067833045673,stress_event,60,1
2024-11-25 11:50:00,33.35733026125596,stress_event,60,1
2024-11-25 11:51:00,34.646988166478494,stress_event,60,1
2024-11-25 11:52:00,37.05443079495868,stress_event,60,1
2024-11-25 11:53:00,37.86573564394494,stress_event,60,1
2024-11-25 11:54:00,39.73695654393379,stress_event,60,1
2024-11-25 11:55:00,37.66316878642348,stress_event,60,1
2024-11-25 11:56:00,36.48639375950311,stress_event,60,1
2024-11-25 11:57:00,39.57451162393269,stress_event,60,1
2024-11-25 11:58:00,43.13741889405666,stress_event,60,1
2024-11-25 11:59:00,40.40768042727051,stress_event,60,1
2024-11-25 12:00:00,40.9307063895339,stress_event,60,1
2024-11-25 12:01:00,39.873646699701254,stress_event,60,1
2024-11-25 12:02:00,38.20676842856264,stress_event,60,1
2024-11-25 12:03:00,38.82482639801576,stress_event,60,1
2024-11-25 12:04:00,41.4222833017164,stress_event,60,1
2024-11-25 12:05:00,42.40675978794909,stress_event,60,1
2024-11-25 12:06:00,41.59863949884912,stress_event,60,1
2024-11-25 12:07:00,42.72841997294031,stress_event,60,1
2024-11-25 12:08:00,45.0,post_meal,600,1
2024-11-25 12:18:00,52.345535868480155,post_meal,600,1
2024-11-25 12:28:00,56.04892083596259,post_meal,600,1
2024-11-25 12:38:00,59.73642711384416,post_meal,600,1
2024-11-25 12:48:00,62.26815498971066,post_meal,600,1
2024-11-25 13:07:00,45.0,post_meal,600,1
2024-11-25 13:17:00,50.0439672234147,post_meal,600,1
2024-11-25 13:27:00,54.671601926334766,post_meal,600,1
2024-11-25 13:37:00,58.62862040103437,post_meal,600,1
2024-11-25 13:47:00,57.23228793963029,post_meal,600,1
2024-11-25 13:57:00,52.494618377710836,post_meal,600,1
2024-11-25 14:07:00,52.495805103576316,post_meal,600,1
2024-11-25 14:17:00,55.95697005723965,post_meal,600,1
2024-11-25 14:35:00,45.0,resting_awake,900,1
2024-11-25 14:50:00,50.61249714031911,resting_awake,900,1
2024-11-25 15:07:00,45.0,resting_awake,900,1
2024-11-25 15:22:00,46.76335815638472,resting_awake,900,1
2024-11-25 15:45:00,31.499999999999996,stress_event,60,1
2024-11-25 15:46:00,29.689948143356006,stress_event,60,1
2024-11-25 15:47:00,31.30278526631621,stress_event,60,1
2024-11-25 15:48:00,29.93641338512337,stress_event,60,1
2024-11-25 15:49:00,31.682534829193397,stress_event,60,1
2024-11-25 15:50:00,31.0464054174171,stress_event,60,1
2024-11-25 15:51:00,27.062344918841063,stress_event,60,1
2024-11-25 15:52:00,24.81418033690099,stress_event,60,1
2024-11-25 15:53:00,23.85876047979577,stress_event,60,1
2024-11-25 15:54:00,27.07584352684255,stress_event,60,1
2024-11-25 15:55:00,29.190949884781936,stress_event,60,1
2024-11-25 15:56:00,32.96708779059866,stress_event,60,1
2024-11-25 15:57:00,36.78867085062235,stress_event,60,1
2024-11-25 15:58:00,45.0,resting_awake,900,1
2024-11-25 16:13:00,42.07006187594972,resting_awake,900,1
2024-11-25 16:28:00,43.44758348270523,resting_awake,900,1
2024-11-25 16:43:00,46.97727912812171,resting_awake,900,1
2024-11-25 16:58:00,45.04470619920608,resting_awake,900,1
2024-11-25 18:15:00,27.0,post_exercise,60,1
2024-11-25 18:16:00,27.419910152715975,post_exercise,60,1
2024-11-25 18:17:00,29.19308522577102,post_exercise,60,1
2024-11-25 18:18:00,28.512173834822992,post_exercise,60,1
2024-11-25 18:19:00,26.217544743653594,post_exercise,60,1
2024-11-25 18:20:00,27.297503364644324,post_exercise,60,1
2024-11-25 18:21:00,29.00968098342925,post_exercise,60,1
2024-11-25 18:22:00,28.175377699839416,post_exercise,60,1
2024-11-25 18:23:00,29.49208570450711,post_exercise,60,1
2024-11-25 18:24:00,25.23949582328104,post_exercise,60,1
2024-11-25 18:25:00,22.821598712326306,post_exercise,60,1
2024-11-25 18:26:00,25.261194696870422,post_exercise,60,1
2024-11-25 18:27:00,24.8695714610286,post_exercise,60,1
2024-11-25 18:28:00,21.455646585693433,post_exercise,60,1
2024-11-25 18:29:00,20.233383009714068,post_exercise,60,1
2024-11-25 18:30:00,18.611481516019015,post_exercise,60,1
2024-11-25 18:31:00,18.409075490969276,post_exercise,60,1
2024-11-25 18:32:00,17.83084110887328,post_exercise,60,1
2024-11-25 18:33:00,18.275313829744935,post_exercise,60,1
2024-11-25 18:34:00,18.255356943229994,post_exercise,60,1
2024-11-25 18:35:00,20.876066673986188,post_exercise,60,1
2024-11-25 18:36:00,21.73648161724574,post_exercise,60,1
2024-11-25 18:37:00,1.0,post_exercise,60,0
2024-11-25 18:38:00,24.85406776289176,post_exercise,60,1
2024-11-25 18:39:00,24.162485057404595,post_exercise,60,1
2024-11-25 18:40:00,21.866448292616415,post_exercise,60,1
2024-11-25 18:41:00,27.0,post_exercise,60,1
2024-11-25 18:42:00,27.72597215759872,post_exercise,60,1
2024-11-25 18:43:00,28.751129834952398,post_exercise,60,1
2024-11-25 18:44:00,28.999147072356596,post_exercise,60,1
2024-11-25 18:45:00,25.98592438828971,post_exercise,60,1
2024-11-25 18:46:00,24.918504324176432,post_exercise,60,1
2024-11-25 18:47:00,23.384927190100736,post_exercise,60,1
2024-11-25 18:48:00,26.627992423979833,post_exercise,60,1
2024-11-25 18:49:00,26.850419733293613,post_exercise,60,1
2024-11-25 18:50:00,1.0,post_exercise,60,0
2024-11-25 18:51:00,25.310612852569058,post_exercise,60,1
2024-11-25 18:52:00,25.10093079638635,post_exercise,60,1
2024-11-25 18:53:00,26.512959376512995,post_exercise,60,1
2024-11-25 18:54:00,23.13831088453809,post_exercise,60,1
2024-11-25 18:55:00,23.611505854557322,post_exercise,60,1
2024-11-25 18:56:00,22.721371559965057,post_exercise,60,1
2024-11-25 18:57:00,23.57017310213178,post_exercise,60,1
2024-11-25 18:58:00,25.0890977510147,post_exercise,60,1
2024-11-25 18:59:00,23.827880421441986,post_exercise,60,1
2024-11-25 19:00:00,21.33772092436132,post_exercise,60,1
2024-11-25 19:01:00,20.845686261577217,post_exercise,60,1
2024-11-25 19:02:00,45.0,post_meal,600,1
2024-11-25 19:12:00,47.9775666391893,post_meal,600,1
2024-11-25 19:22:00,43.296999848541255,post_meal,600,1
2024-11-25 19:32:00,44.14877946641627,post_meal,600,1
2024-11-25 19:42:00,49.841472983132036,post_meal,600,1
2024-11-25 19:52:00,48.144092675036724,post_meal,600,1
2024-11-25 20:02:00,38.475838505693176,post_meal,600,1
2024-11-25 20:12:00,27.642651115298847,post_meal,600,1
2024-11-25 20:22:00,31.114467725867026,post_meal,600,1
2024-11-25 20:32:00,33.23690604465707,post_meal,600,1
2024-11-25 20:45:00,45.0,post_meal,600,1
2024-11-25 20:55:00,45.86511178603897,post_meal,600,1
2024-11-25 21:05:00,36.62255815268663,post_meal,600,1
2024-11-25 21:15:00,40.23935189288954,post_meal,600,1
2024-11-25 21:25:00,37.953424210769576,post_meal,600,1
2024-11-25 21:35:00,39.64175250595107,post_meal,600,1
2024-11-25 21:52:00,45.0,resting_awake,900,1
2024-11-25 22:07:00,36.80669345652731,resting_awake,900,1
2024-11-25 22:36:00,45.0,resting_awake,900,1
2024-11-25 22:51:00,36.10484465675179,resting_awake,900,1
2024-11-25 23:08:00,58.5,sleep,300,1
2024-11-25 23:13:00,61.39302711049386,sleep,300,1
2024-11-25 23:18:00,62.19819115270587,sleep,300,1
2024-11-25 23:23:00,65.05356168788758,sleep,300,1
2024-11-25 23:28:00,67.46022998068054,sleep,300,1
2024-11-25 23:33:00,69.11463822655601,sleep,300,1
2024-11-25 23:38:00,64.52364971754622,sleep,300,1
2024-11-25 23:43:00,63.58084986479757,sleep,300,1
2024-11-25 23:51:00,58.5,sleep,300,1
2024-11-25 23:56:00,57.114816960678255,sleep,300,1
2024-11-26 00:01:00,57.0909659375948,sleep,300,1
2024-11-26 00:06:00,56.27266380887757,sleep,300,1
2024-11-26 00:11:00,55.63651861763198,sleep,300,1
2024-11-26 00:16:00,59.49621267227276,sleep,300,1
2024-11-26 00:21:00,63.40712993189331,sleep,300,1
2024-11-26 00:26:00,62.08409824608769,sleep,300,1
2024-11-26 00:31:00,63.499642020905696,sleep,300,1
2024-11-26 00:37:00,58.5,sleep,300,1
2024-11-26 00:42:00,56.84701997086332,sleep,300,1
2024-11-26 00:47:00,61.19251128293625,sleep,300,1
2024-11-26 00:52:00,62.026263983684856,sleep,300,1
2024-11-26 00:57:00,63.598718281184404,sleep,300,1
2024-11-26 01:02:00,65.90629911174564,sleep,300,1
2024-11-26 01:07:00,64.02945969173764,sleep,300,1
2024-11-26 01:12:00,66.09361796076318,sleep,300,1
2024-11-26 01:17:00,64.49884710598003,sleep,300,1
2024-11-26 01:22:00,62.94320471420561,sleep,300,1
2024-11-26 01:27:00,62.05333786738701,sleep,300,1
2024-11-26 01:32:00,60.53389912800188,sleep,300,1
2024-11-26 01:37:00,62.016873237739276,sleep,300,1
2024-11-26 01:42:00,58.5,sleep,300,1
2024-11-26 01:47:00,59.033569870398644,sleep,300,1
2024-11-26 01:52:00,56.12621353153457,sleep,300,1
2024-11-26 01:57:00,57.07731512303389,sleep,300,1
2024-11-26 02:02:00,57.86318369017799,sleep,300,1
2024-11-26 02:07:00,57.775757915704894,sleep,300,1
2024-11-26 02:12:00,60.488303750585395,sleep,300,1
2024-11-26 02:17:00,61.351467330637256,sleep,300,1
2024-11-26 02:22:00,64.26453530238933,sleep,300,1
2024-11-26 02:27:00,58.903192439527025,sleep,300,1
2024-11-26 02:32:00,62.33449894042115,sleep,300,1
2024-11-26 02:37:00,60.82289550480851,sleep,300,1
2024-11-26 02:42:00,60.691272147501365,sleep,300,1
2024-11-26 02:47:00,62.890034498068395,sleep,300,1
2024-11-26 02:52:00,58.32465882316993,sleep,300,1
2024-11-26 03:01:00,58.5,sleep,300,1
2024-11-26 03:06:00,57.994139739527576,sleep,300,1
2024-11-26 03:11:00,57.0064210837347,sleep,300,1
2024-11-26 03:16:00,58.94105831720533,sleep,300,1
2024-11-26 03:21:00,56.587850808849986,sleep,300,1
2024-11-26 03:26:00,58.88835558769128,sleep,300,1
2024-11-26 03:31:00,58.337139185521366,sleep,300,1
2024-11-26 03:36:00,61.71282269989661,sleep,300,1
2024-11-26 03:41:00,58.42406794510305,sleep,300,1
2024-11-26 03:46:00,61.95118262393264,sleep,300,1
2024-11-26 03:51:00,60.9600863899748,sleep,300,1
2024-11-26 03:56:00,60.01035971157533,sleep,300,1
2024-11-26 04:01:00,60.28155283396069,sleep,300,1
2024-11-26 04:10:00,58.5,sleep,300,1
2024-11-26 04:15:00,57.10806334628091,sleep,300,1
2024-11-26 04:20:00,57.659258745038215,sleep,300,1
2024-11-26 04:25:00,56.37921574222973,sleep,300,1
2024-11-26 04:30:00,58.03089511204397,sleep,300,1
2024-11-26 04:35:00,57.98910829886101,sleep,300,1
2024-11-26 04:43:00,58.5,sleep,300,1
2024-11-26 04:48:00,56.78568741387227,sleep,300,1
2024-11-26 04:53:00,57.785390468268794,sleep,300,1
2024-11-26 04:58:00,0.0,sleep,300,0
2024-11-26 05:03:00,55.8293026878839,sleep,300,1
2024-11-26 05:08:00,56.03088403398671,sleep,300,1
2024-11-26 05:14:00,58.5,sleep,300,1
2024-11-26 05:19:00,54.47404074652282,sleep,300,1
2024-11-26 05:24:00,54.516454577295335,sleep,300,1
2024-11-26 05:29:00,54.432888559361885,sleep,300,1
2024-11-26 05:34:00,53.65293492294704,sleep,300,1
2024-11-26 05:39:00,53.869466748483276,sleep,300,1
2024-11-26 05:44:00,51.71570688841024,sleep,300,1
2024-11-26 05:49:00,58.5,sleep,300,1
2024-11-26 05:54:00,59.21324759878751,sleep,300,1
2024-11-26 05:59:00,60.37868165539977,sleep,300,1
2024-11-26 06:04:00,62.44653582829441,sleep,300,1
2024-11-26 06:09:00,62.371410712712695,sleep,300,1
2024-11-26 06:14:00,56.83733259197451,sleep,300,1
2024-11-26 06:19:00,57.106064250050785,sleep,300,1
2024-11-26 06:24:00,57.61662737145335,sleep,300,1
2024-11-26 06:29:00,59.473987387706615,sleep,300,1
2024-11-26 06:34:00,59.32461695945866,sleep,300,1
2024-11-26 06:39:00,57.71914368395543,sleep,300,1
2024-11-26 06:44:00,57.58199432818951,sleep,300,1
2024-11-26 06:49:00,56.97020262716824,sleep,300,1
2024-11-26 06:54:00,58.13520376116307,sleep,300,1
2024-11-26 06:59:00,57.97003925403674,sleep,300,1
2024-11-26 07:04:00,56.03427290425924,sleep,300,1
2024-11-26 07:12:00,45.0,resting_awake,900,1
2024-11-26 07:27:00,36.09243944852226,resting_awake,900,1
2024-11-26 08:25:00,45.0,post_meal,600,1
2024-11-26 08:35:00,46.21396299465887,post_meal,600,1
2024-11-26 08:45:00,47.70924047171712,post_meal,600,1
2024-11-26 08:55:00,46.33315834478514,post_meal,600,1
2024-11-26 09:05:00,41.573816210798896,post_meal,600,1
2024-11-26 09:20:00,45.0,resting_awake,900,1
2024-11-26 09:35:00,46.16992390750972,resting_awake,900,1
2024-11-26 09:50:00,52.351435157690496,resting_awake,900,1
2024-11-26 10:05:00,0.0,resting_awake,900,0
2024-11-26 10:25:00,45.0,resting_awake,900,1
2024-11-26 10:40:00,42.325191718332604,resting_awake,900,1
2024-11-26 11:02:00,45.0,resting_awake,900,1
2024-11-26 11:17:00,43.543929835156355,resting_awake,900,1
2024-11-26 11:32:00,44.017760261312496,resting_awake,900,1
2024-11-26 11:47:00,44.810943059149295,resting_awake,900,1
2024-11-26 12:11:00,45.0,post_meal,600,1
2024-11-26 12:21:00,42.75412665155104,post_meal,600,1
2024-11-26 12:31:00,43.76120261778463,post_meal,600,1
2024-11-26 12:41:00,41.42416049765467,post_meal,600,1
2024-11-26 12:51:00,43.19069217351353,post_meal,600,1
2024-11-26 13:01:00,42.78022457915279,post_meal,600,1
2024-11-26 13:16:00,45.0,post_meal,600,1
2024-11-26 13:26:00,44.341400915908366,post_meal,600,1
2024-11-26 13:36:00,39.4241798164021,post_meal,600,1
2024-11-26 13:46:00,38.81374000979801,post_meal,600,1
2024-11-26 13:56:00,36.02500214595776,post_meal,600,1
2024-11-26 14:06:00,38.879063622668795,post_meal,600,1
2024-11-26 14:16:00,45.0,resting_awake,900,1
2024-11-26 14:31:00,51.011857717076715,resting_awake,900,1
2024-11-26 14:46:00,54.74986068136241,resting_awake,900,1
2024-11-26 15:09:00,45.0,resting_awake,900,1
2024-11-26 15:24:00,51.755249622709805,resting_awake,900,1
2024-11-26 15:39:00,48.75525935357041,resting_awake,900,1
2024-11-26 15:54:00,52.5750457715408,resting_awake,900,1
2024-11-26 16:09:00,67.70179855096329,resting_awake,900,1
2024-11-26 16:38:00,45.0,resting_awake,900,1
2024-11-26 16:53:00,42.67226569577622,resting_awake,900,1
2024-11-26 17:08:00,37.47792857160459,resting_awake,900,1
2024-11-26 17:23:00,34.66682669267651,resting_awake,900,1
2024-11-26 18:28:00,27.0,post_exercise,60,1
2024-11-26 18:29:00,24.997770395526572,post_exercise,60,1
2024-11-26 18:30:00,24.04756946404872,post_exercise,60,1
2024-11-26 18:31:00,23.56999111798618,post_exercise,60,1
2024-11-26 18:32:00,20.813874012274777,post_exercise,60,1
2024-11-26 18:33:00,21.60119631556747,post_exercise,60,1
2024-11-26 18:34:00,21.18626981818576,post_exercise,60,1
2024-11-26 18:35:00,21.371365387030007,post_exercise,60,1
2024-11-26 18:36:00,19.987095630547994,post_exercise,60,1
2024-11-26 18:37:00,20.962505652658542,post_exercise,60,1
2024-11-26 18:38:00,19.515339163359336,post_exercise,60,1
2024-11-26 18:39:00,19.753833623264157,post_exercise,60,1
2024-11-26 18:40:00,20.69734584449715,post_exercise,60,1
2024-11-26 18:41:00,23.456893450513988,post_exercise,60,1
2024-11-26 18:42:00,24.989787138207234,post_exercise,60,1
2024-11-26 18:43:00,27.0,post_exercise,60,1
2024-11-26 18:44:00,27.166049279232475,post_exercise,60,1
2024-11-26 18:45:00,24.80684891773284,post_exercise,60,1
