start_time,context,duration_minutes
2024-11-26 21:00:00,resting_awake,58
2024-11-26 21:58:00,resting_awake,43
2024-11-26 22:41:00,resting_awake,47
2024-11-26 23:28:00,sleep,57
2024-11-27 00:25:00,sleep,34
2024-11-27 00:59:00,sleep,37
2024-11-27 01:36:00,sleep,85
2024-11-27 03:01:00,sleep,67
2024-11-27 04:08:00,sleep,72
2024-11-27 05:20:00,sleep,79
2024-11-27 06:39:00,sleep_transition,20
2024-11-27 06:59:00,sleep_transition,26
2024-11-27 07:25:00,active_high,28
2024-11-27 07:53:00,resting_awake,40
2024-11-27 08:33:00,post_meal,44
2024-11-27 09:17:00,resting_awake,34
2024-11-27 09:51:00,resting_awake,78
2024-11-27 11:09:00,resting_awake,51
2024-11-27 12:00:00,post_meal,47
2024-11-27 12:47:00,post_meal,62
2024-11-27 13:49:00,post_meal,66
2024-11-27 14:55:00,resting_awake,85
2024-11-27 16:20:00,active_low,30
2024-11-27 16:50:00,resting_awake,52
2024-11-27 17:42:00,active_low,34
2024-11-27 18:16:00,resting_awake,28
2024-11-27 18:44:00,resting_awake,35
2024-11-27 19:19:00,post_meal,104
2024-11-27 21:03:00,resting_awake,55
2024-11-27 21:58:00,resting_awake,46
2024-11-27 22:44:00,resting_awake,49
2024-11-27 23:33:00,sleep,67
2024-11-28 00:40:00,sleep,66
2024-11-28 01:46:00,sleep,71
2024-11-28 02:57:00,sleep,36
2024-11-28 03:33:00,sleep,57
2024-11-28 04:30:00,sleep,60
2024-11-28 05:30:00,sleep,65
2024-11-28 06:35:00,sleep_transition,12
2024-11-28 06:47:00,sleep_transition,11
2024-11-28 06:58:00,sleep_transition,14
2024-11-28 07:12:00,resting_awake,35
2024-11-28 07:47:00,resting_awake,31
2024-11-28 08:18:00,post_meal,44
2024-11-28 09:02:00,resting_awake,63
2024-11-28 10:05:00,resting_awake,65
2024-11-28 11:10:00,resting_awake,75
2024-11-28 12:25:00,post_meal,51
2024-11-28 13:16:00,post_meal,74
2024-11-28 14:30:00,active_low,15
2024-11-28 14:45:00,resting_awake,62
2024-11-28 15:47:00,resting_awake,83
2024-11-28 17:10:00,active_low,21
2024-11-28 17:31:00,active_high,51
2024-11-28 18:22:00,resting_awake,24
2024-11-28 18:46:00,resting_awake,33
2024-11-28 19:19:00,post_meal,117
2024-11-28 21:16:00,resting_awake,44
2024-11-28 22:00:00,resting_awake,34
2024-11-28 22:34:00,resting_awake,50
2024-11-28 23:24:00,sleep,76
2024-11-29 00:40:00,sleep,32
2024-11-29 01:12:00,sleep,41
2024-11-29 01:53:00,sleep,88
2024-11-29 03:21:00,sleep,62
2024-11-29 04:23:00,sleep,48
2024-11-29 05:11:00,sleep,69
2024-11-29 06:20:00,sleep_transition,16
2024-11-29 06:36:00,sleep_transition,21
2024-11-29 06:57:00,sleep_transition,23
2024-11-29 07:20:00,resting_awake,19
2024-11-29 07:39:00,resting_awake,17
2024-11-29 07:56:00,resting_awake,28
2024-11-29 08:24:00,post_meal,40
2024-11-29 09:04:00,active_low,18
2024-11-29 09:22:00,active_low,28
2024-11-29 09:50:00,resting_awake,40
2024-11-29 10:30:00,resting_awake,48
2024-11-29 11:18:00,resting_awake,71
2024-11-29 12:29:00,post_meal,45
2024-11-29 13:14:00,post_meal,55
2024-11-29 14:09:00,resting_awake,40
2024-11-29 14:49:00,resting_awake,75
2024-11-29 16:04:00,stress_event,28
2024-11-29 16:32:00,active_low,21
2024-11-29 16:53:00,resting_awake,39
2024-11-29 17:32:00,active_high,35
2024-11-29 18:07:00,post_exercise,17
2024-11-29 18:24:00,resting_awake,38
2024-11-29 19:02:00,post_meal,108
2024-11-29 20:50:00,post_meal,105
2024-11-29 22:35:00,resting_awake,51
2024-11-29 23:26:00,sleep,68
2024-11-30 00:34:00,sleep,65
2024-11-30 01:39:00,sleep,81
2024-11-30 03:00:00,sleep,87
2024-11-30 04:27:00,sleep,62
2024-11-30 05:29:00,sleep,41
2024-11-30 06:10:00,sleep_transition,18
2024-11-30 06:28:00,sleep_transition,18
2024-11-30 06:46:00,sleep_transition,17
2024-11-30 07:03:00,resting_awake,36
2024-11-30 07:39:00,resting_awake,39
2024-11-30 08:18:00,post_meal,42
2024-11-30 09:00:00,resting_awake,67
2024-11-30 10:07:00,active_low,12
2024-11-30 10:19:00,active_low,25
2024-11-30 10:44:00,active_low,27
2024-11-30 11:11:00,stress_event,28
2024-11-30 11:39:00,resting_awake,72
2024-11-30 12:51:00,post_meal,53
2024-11-30 13:44:00,post_meal,66
2024-11-30 14:50:00,active_low,36
2024-11-30 15:26:00,resting_awake,32
2024-11-30 15:58:00,active_low,33
2024-11-30 16:31:00,stress_event,15
2024-11-30 16:46:00,resting_awake,47
2024-11-30 17:33:00,active_low,39
2024-11-30 18:12:00,post_exercise,26
2024-11-30 18:38:00,resting_awake,39
2024-11-30 19:17:00,post_meal,79
2024-11-30 20:36:00,post_meal,75
2024-11-30 21:51:00,resting_awake,43
2024-11-30 22:34:00,resting_awake,36
2024-11-30 23:10:00,sleep,68
2024-12-01 00:18:00,sleep,87
2024-12-01 01:45:00,sleep,53
2024-12-01 02:38:00,sleep,37
2024-12-01 03:15:00,sleep,72
2024-12-01 04:27:00,sleep,89
2024-12-01 05:56:00,sleep,71
2024-12-01 07:07:00,resting_awake,17
2024-12-01 07:24:00,active_high,20
2024-12-01 07:44:00,active_high,37
2024-12-01 08:21:00,post_meal,58
2024-12-01 09:19:00,stress_event,21
2024-12-01 09:40:00,stress_event,21
2024-12-01 10:01:00,resting_awake,37
2024-12-01 10:38:00,resting_awake,67
2024-12-01 11:45:00,resting_awake,68
2024-12-01 12:53:00,post_meal,86
2024-12-01 14:19:00,stress_event,13
2024-12-01 14:32:00,resting_awake,53
2024-12-01 15:25:00,resting_awake,41
2024-12-01 16:06:00,resting_awake,73
2024-12-01 17:19:00,active_low,35
2024-12-01 17:54:00,active_high,35
2024-12-01 18:29:00,post_exercise,22
2024-12-01 18:51:00,post_exercise,18
2024-12-01 19:09:00,post_meal,72
2024-12-01 20:21:00,post_meal,93
2024-12-01 21:54:00,resting_awake,49
2024-12-01 22:43:00,resting_awake,51
2024-12-01 23:34:00,sleep,87
