timestamp,glucose_mg_dl,context,sampling_interval_sec,quality_flag
2024-11-25 10:15:00,141.67179074969968,active_low,300,1
2024-11-25 10:20:00,140.58257343757998,active_low,300,1
2024-11-25 10:25:00,141.39606432371673,resting_awake,300,1
2024-11-25 10:30:00,142.15805491556162,resting_awake,300,1
2024-11-25 10:35:00,143.12242458390512,resting_awake,300,1
2024-11-25 10:40:00,144.7573832518326,resting_awake,300,1
2024-11-25 10:45:00,143.56854271657267,resting_awake,300,1
2024-11-25 10:50:00,141.589861480392,resting_awake,300,1
2024-11-25 10:55:00,131.5182289913039,resting_awake,300,1
2024-11-25 11:00:00,133.14326040043522,resting_awake,300,1
2024-11-25 11:05:00,127.78958594823928,resting_awake,300,1
2024-11-25 11:10:00,126.36771099328153,resting_awake,300,1
2024-11-25 11:15:00,126.24314171358246,resting_awake,300,1
2024-11-25 11:20:00,123.50730350698203,resting_awake,300,1
2024-11-25 11:25:00,124.65790749492903,resting_awake,300,1
2024-11-25 11:30:00,133.17716553203175,resting_awake,300,1
2024-11-25 11:35:00,134.75032615891783,resting_awake,300,1
2024-11-25 11:40:00,133.40582993066505,resting_awake,300,1
2024-11-25 11:45:00,133.34800480363668,resting_awake,300,1
2024-11-25 11:50:00,124.93346741729306,resting_awake,300,1
2024-11-25 11:55:00,128.20939781548142,resting_awake,300,1
2024-11-25 12:00:00,128.21946158852148,resting_awake,300,1
2024-11-25 12:05:00,131.17318607698618,resting_awake,300,1
2024-11-25 12:10:00,136.4480338275391,resting_awake,300,1
2024-11-25 12:15:00,139.3546629721153,resting_awake,300,1
2024-11-25 12:20:00,139.52772335924132,post_meal,300,1
2024-11-25 12:25:00,140.70102940531805,post_meal,300,1
2024-11-25 12:30:00,138.78790391531533,post_meal,300,1
2024-11-25 12:35:00,139.00231523253774,post_meal,300,1
2024-11-25 12:40:00,138.55013307290068,post_meal,300,1
2024-11-25 12:45:00,138.93127838640504,post_meal,300,1
2024-11-25 12:50:00,140.12658957211323,post_meal,300,1
2024-11-25 12:55:00,139.7533960579293,post_meal,300,1
2024-11-25 13:00:00,139.04727416195075,post_meal,300,1
2024-11-25 13:05:00,141.50698806311473,post_meal,300,1
2024-11-25 13:10:00,141.72270673932846,post_meal,300,1
2024-11-25 13:15:00,142.79037172133988,post_meal,300,1
2024-11-25 13:20:00,143.8912692456704,post_meal,300,1
2024-11-25 13:25:00,145.86387263640972,post_meal,300,1
2024-11-25 13:30:00,145.815589112668,post_meal,300,1
2024-11-25 13:35:00,147.4554157674185,post_meal,300,1
2024-11-25 13:40:00,146.7212876935776,post_meal,300,1
2024-11-25 13:45:00,146.81683788691728,post_meal,300,1
2024-11-25 13:50:00,148.0314011249582,post_meal,300,1
2024-11-25 13:55:00,147.97491742729915,post_meal,300,1
2024-11-25 14:00:00,146.71807422850523,post_meal,300,1
2024-11-25 14:05:00,147.33299864802962,post_meal,300,1
2024-11-25 14:10:00,144.7037424202153,post_meal,300,1
2024-11-25 14:15:00,141.99568699869158,post_meal,300,1
2024-11-25 14:20:00,145.0404318364356,post_meal,300,1
2024-11-25 14:25:00,145.0038264885095,resting_awake,300,1
2024-11-25 14:30:00,148.16736646600052,resting_awake,300,1
2024-11-25 14:35:00,147.5369571631348,resting_awake,300,1
2024-11-25 14:40:00,148.07451488340092,resting_awake,300,1
2024-11-25 14:45:00,148.7307379853099,resting_awake,300,1
2024-11-25 14:50:00,151.04849175768192,resting_awake,300,1
2024-11-25 14:55:00,150.7084935005236,resting_awake,300,1
2024-11-25 15:00:00,150.18377066257068,resting_awake,300,1
2024-11-25 15:05:00,150.4035370701492,resting_awake,300,1
2024-11-25 15:10:00,149.99561824828638,resting_awake,300,1
2024-11-25 15:15:00,148.65047531140345,resting_awake,300,1
2024-11-25 15:20:00,153.9142058115979,resting_awake,300,1
2024-11-25 15:25:00,153.80303874316817,resting_awake,300,1
2024-11-25 15:30:00,154.0109175282827,resting_awake,300,1
2024-11-25 15:35:00,153.3464164978619,resting_awake,300,1
2024-11-25 15:40:00,156.05800092642386,resting_awake,300,1
2024-11-25 15:45:00,156.73392811013312,resting_awake,300,1
2024-11-25 15:50:00,166.0043281062928,resting_awake,300,1
2024-11-25 15:55:00,157.92594707106895,resting_awake,300,1
2024-11-25 16:00:00,155.31868383157678,active_low,300,1
2024-11-25 16:05:00,151.53913303528233,active_low,300,1
2024-11-25 16:10:00,152.3084279385401,active_low,300,1
2024-11-25 16:15:00,156.38725026469837,resting_awake,300,1
2024-11-25 16:20:00,161.493575700904,resting_awake,300,1
2024-11-25 16:25:00,154.02976800288147,resting_awake,300,1
2024-11-25 16:30:00,155.14556811838474,resting_awake,300,1
2024-11-25 16:35:00,155.12352698791668,resting_awake,300,1
2024-11-25 16:40:00,164.87600958006047,resting_awake,300,1
2024-11-25 16:45:00,170.08362733034303,resting_awake,300,1
2024-11-25 16:50:00,161.8929974477272,resting_awake,300,1
2024-11-25 16:55:00,168.73589405834562,resting_awake,300,1
2024-11-25 17:00:00,169.60820564487673,resting_awake,300,1
2024-11-25 17:05:00,168.46329728635473,resting_awake,300,1
2024-11-25 17:10:00,159.2242423554328,resting_awake,300,1
2024-11-25 17:15:00,156.3615325067038,resting_awake,300,1
2024-11-25 17:20:00,164.76148793988332,resting_awake,300,1
2024-11-25 17:25:00,163.79805193590008,resting_awake,300,1
2024-11-25 17:30:00,162.56505430157594,resting_awake,300,1
2024-11-25 17:35:00,167.1961968479232,active_high,300,1
2024-11-25 17:40:00,157.11940819403196,active_high,300,1
2024-11-25 17:45:00,153.7013563684956,active_high,300,1
2024-11-25 17:50:00,155.10095946098224,active_high,300,1
2024-11-25 17:55:00,167.6091628901994,active_high,300,1
2024-11-25 18:00:00,170.8889831989822,active_high,300,1
2024-11-25 18:05:00,164.6396022280564,active_high,300,1
2024-11-25 18:10:00,164.84288049546666,active_high,300,1
2024-11-25 18:15:00,162.90171430626694,resting_awake,300,1
2024-11-25 18:20:00,160.6849241911727,resting_awake,300,1
2024-11-25 18:25:00,158.6161673027824,resting_awake,300,1
2024-11-25 18:30:00,157.83373895561905,resting_awake,300,1
2024-11-25 18:35:00,150.20800534503863,resting_awake,300,1
2024-11-25 18:40:00,153.36163163331182,resting_awake,300,1
2024-11-25 18:45:00,151.02958931113355,resting_awake,300,1
2024-11-25 18:50:00,145.76048884682788,resting_awake,300,1
2024-11-25 18:55:00,136.27208905286548,resting_awake,300,1
2024-11-25 19:00:00,134.36996306351563,resting_awake,300,1
2024-11-25 19:05:00,132.8242625014286,resting_awake,300,1
2024-11-25 19:10:00,139.21466399383587,resting_awake,300,1
2024-11-25 19:15:00,139.33334865890382,post_meal,300,1
2024-11-25 19:20:00,138.58086486151905,post_meal,300,1
2024-11-25 19:25:00,137.0422970311497,post_meal,300,1
2024-11-25 19:30:00,135.68776233983868,post_meal,300,1
2024-11-25 19:35:00,135.99837008524224,post_meal,300,1
2024-11-25 19:40:00,134.94331935027435,post_meal,300,1
2024-11-25 19:45:00,132.61358076565955,post_meal,300,1
2024-11-25 19:50:00,133.48476656377647,post_meal,300,1
2024-11-25 19:55:00,134.31810064968022,post_meal,300,1
2024-11-25 20:00:00,135.83135416336916,post_meal,300,1
2024-11-25 20:05:00,136.36877614015802,post_meal,300,1
2024-11-25 20:10:00,136.78857275566517,post_meal,300,1
2024-11-25 20:15:00,136.71674034637644,post_meal,300,1
2024-11-25 20:20:00,139.42834510408557,post_meal,300,1
2024-11-25 20:25:00,135.65084512994636,post_meal,300,1
2024-11-25 20:30:00,137.73219621656995,post_meal,300,1
2024-11-25 20:35:00,136.75664192998826,post_meal,300,1
2024-11-25 20:40:00,137.0678605404664,post_meal,300,1
2024-11-25 20:45:00,136.75780680804127,post_meal,300,1
2024-11-25 20:50:00,136.84240131211314,post_meal,300,1
2024-11-25 20:55:00,137.7534058871252,post_meal,300,1
2024-11-25 21:00:00,139.84699180698055,post_meal,300,1
2024-11-25 21:05:00,139.73383161791938,post_meal,300,1
2024-11-25 21:10:00,138.8039619038725,post_meal,300,1
2024-11-25 21:15:00,139.6616949528323,post_meal,300,1
2024-11-25 21:20:00,141.74230945499744,post_meal,300,1
2024-11-25 21:25:00,140.19556384944897,post_meal,300,1
2024-11-25 21:30:00,144.10062373312346,post_meal,300,1
2024-11-25 21:35:00,145.73488343707317,post_meal,300,1
2024-11-25 21:40:00,145.71651556158892,post_meal,300,1
2024-11-25 21:45:00,147.05384043830702,post_meal,300,1
2024-11-25 21:50:00,147.37563392067256,post_meal,300,1
2024-11-25 21:55:00,148.3821936981578,post_meal,300,1
2024-11-25 22:00:00,149.40581757597673,post_meal,300,1
2024-11-25 22:05:00,149.7836723342244,resting_awake,300,1
2024-11-25 22:10:00,150.0618920976953,resting_awake,300,1
2024-11-25 22:15:00,148.4096599711445,resting_awake,300,1
2024-11-25 22:20:00,146.5051676516624,resting_awake,300,1
2024-11-25 22:25:00,139.93568111308352,resting_awake,300,1
2024-11-25 22:30:00,128.46721360508332,resting_awake,300,1
2024-11-25 22:35:00,127.23776087301357,resting_awake,300,1
2024-11-25 22:40:00,123.89825088691978,resting_awake,300,1
2024-11-25 22:45:00,128.30344126322237,resting_awake,300,1
2024-11-25 22:50:00,128.26594687755764,resting_awake,300,1
2024-11-25 22:55:00,133.75502545954288,resting_awake,300,1
2024-11-25 23:00:00,129.18768690201384,resting_awake,300,1
2024-11-25 23:05:00,126.99965767324488,resting_awake,300,1
2024-11-25 23:10:00,129.60425364881905,resting_awake,300,1
2024-11-25 23:15:00,139.6049789550705,resting_awake,300,1
2024-11-25 23:20:00,141.15384503885684,sleep,300,1
2024-11-25 23:25:00,131.62098058826678,sleep,300,1
2024-11-25 23:30:00,133.09230854448447,sleep,300,1
2024-11-25 23:35:00,130.90355148033942,sleep,300,1
2024-11-25 23:40:00,130.1980676249229,sleep,300,1
2024-11-25 23:45:00,129.55283850411666,sleep,300,1
2024-11-25 23:50:00,134.0879341636066,sleep,300,1
2024-11-25 23:55:00,136.73202362899573,sleep,300,1
2024-11-26 00:00:00,136.33212313166928,sleep,300,1
2024-11-26 00:05:00,134.25920556092908,sleep,300,1
2024-11-26 00:10:00,140.6542723249645,sleep,300,1
2024-11-26 00:15:00,141.70528187592555,sleep,300,1
2024-11-26 00:20:00,134.47945296780318,sleep,300,1
2024-11-26 00:25:00,132.55541405850607,sleep,300,1
2024-11-26 00:30:00,140.2097141889756,sleep,300,1
2024-11-26 00:35:00,145.3319109249206,sleep,300,1
2024-11-26 00:40:00,141.50827088714695,sleep,300,1
2024-11-26 00:45:00,137.4330498811306,sleep,300,1
2024-11-26 00:50:00,138.14826005278334,sleep,300,1
2024-11-26 00:55:00,132.59184687608118,sleep,300,1
2024-11-26 01:00:00,133.95162576993417,sleep,300,1
2024-11-26 01:05:00,129.39165316048962,sleep,300,1
2024-11-26 01:10:00,134.42089831628795,sleep,300,1
2024-11-26 01:15:00,130.5740004799018,sleep,300,1
2024-11-26 01:20:00,128.84705486649398,sleep,300,1
2024-11-26 01:25:00,128.86842962303194,sleep,300,1
2024-11-26 01:30:00,125.27593447362672,sleep,300,1
2024-11-26 01:35:00,123.22959025601028,sleep,300,1
2024-11-26 01:40:00,126.43304755672737,sleep,300,1
2024-11-26 01:45:00,120.28858752650228,sleep,300,1
2024-11-26 01:50:00,121.00408008882049,sleep,300,1
2024-11-26 01:55:00,122.71309357708554,sleep,300,1
2024-11-26 02:00:00,122.97873402854444,sleep,300,1
2024-11-26 02:05:00,124.517960245955,sleep,300,1
2024-11-26 02:10:00,113.25728634089077,sleep,300,1
2024-11-26 02:15:00,,sleep,300,0
2024-11-26 02:20:00,101.07572744386022,sleep,300,1
2024-11-26 02:25:00,109.92314301347851,sleep,300,1
2024-11-26 02:30:00,107.35265453455054,sleep,300,1
2024-11-26 02:35:00,109.23523471827836,sleep,300,1
2024-11-26 02:40:00,110.78863435077692,sleep,300,1
2024-11-26 02:45:00,92.75749056489022,sleep,300,0
2024-11-26 02:50:00,102.5738420150709,sleep,300,1
2024-11-26 02:55:00,104.37609979352725,sleep,300,1
2024-11-26 03:00:00,104.37730229694209,sleep,300,1
2024-11-26 03:05:00,105.19062184092944,sleep,300,1
2024-11-26 03:10:00,104.7282594175931,sleep,300,1
2024-11-26 03:15:00,94.15669414520237,sleep,300,1
2024-11-26 03:20:00,82.64711175657442,sleep,300,1
2024-11-26 03:25:00,84.33781344447499,sleep,300,1
2024-11-26 03:30:00,90.66198938079492,sleep,300,1
2024-11-26 03:35:00,93.8010247821274,sleep,300,1
2024-11-26 03:40:00,85.60786343024145,sleep,300,1
2024-11-26 03:45:00,76.65879902013111,sleep,300,1
2024-11-26 03:50:00,86.26199310784399,sleep,300,1
2024-11-26 03:55:00,47.0,sleep,300,0
2024-11-26 04:00:00,85.90176285050171,sleep,300,1
2024-11-26 04:05:00,88.85086443733063,sleep,300,1
2024-11-26 04:10:00,95.19446484590654,sleep,300,1
2024-11-26 04:15:00,101.53207436275409,sleep,300,1
2024-11-26 04:20:00,102.38912556535955,sleep,300,1
2024-11-26 04:25:00,90.13851514930742,sleep,300,1
2024-11-26 04:30:00,83.14903498800032,sleep,300,1
2024-11-26 04:35:00,77.96002849208452,sleep,300,1
2024-11-26 04:40:00,86.11004836129716,sleep,300,1
2024-11-26 04:45:00,89.88577966020814,sleep,300,1
2024-11-26 04:50:00,89.20064354370892,sleep,300,1
2024-11-26 04:55:00,90.22067717771968,sleep,300,1
2024-11-26 05:00:00,92.88593958212066,sleep,300,1
2024-11-26 05:05:00,100.51726161600308,sleep,300,1
2024-11-26 05:10:00,103.5180180607821,sleep,300,1
2024-11-26 05:15:00,96.18447266163929,sleep,300,1
2024-11-26 05:20:00,100.36806965447691,sleep,300,1
2024-11-26 05:25:00,89.99051648266294,sleep,300,1
2024-11-26 05:30:00,83.1553746226349,sleep,300,1
2024-11-26 05:35:00,80.89892328614867,sleep,300,1
2024-11-26 05:40:00,84.4828248009631,sleep,300,1
2024-11-26 05:45:00,78.24170224470177,sleep,300,1
2024-11-26 05:50:00,75.20105416721326,sleep,300,1
2024-11-26 05:55:00,70.05134699322174,sleep,300,1
2024-11-26 06:00:00,71.28602519834878,sleep,300,1
2024-11-26 06:05:00,76.48174565575312,sleep,300,1
2024-11-26 06:10:00,75.41480884991807,sleep,300,1
2024-11-26 06:15:00,79.09260642071538,sleep,300,1
2024-11-26 06:20:00,78.55644259519478,sleep,300,1
2024-11-26 06:25:00,89.94257690912484,sleep,300,1
2024-11-26 06:30:00,85.80722452087115,sleep,300,1
2024-11-26 06:35:00,80.94389557745035,sleep,300,1
2024-11-26 06:40:00,80.0941232668121,sleep,300,1
2024-11-26 06:45:00,83.48120096487506,sleep_transition,300,1
2024-11-26 06:50:00,82.74889375390069,sleep_transition,300,1
2024-11-26 06:55:00,75.3388528859732,sleep_transition,300,1
2024-11-26 07:00:00,65.45100568177757,sleep_transition,300,1
2024-11-26 07:05:00,68.40079177432875,sleep_transition,300,1
2024-11-26 07:10:00,70.39571707750163,resting_awake,300,1
2024-11-26 07:15:00,66.25872666260179,resting_awake,300,1
2024-11-26 07:20:00,68.63817896330076,resting_awake,300,1
2024-11-26 07:25:00,74.81552141953068,resting_awake,300,1
2024-11-26 07:30:00,74.04438218917934,resting_awake,300,1
2024-11-26 07:35:00,74.92136682202195,active_high,300,1
2024-11-26 07:40:00,75.19515653303729,active_high,300,1
2024-11-26 07:45:00,84.69990534169938,active_high,300,1
2024-11-26 07:50:00,80.10519780753317,active_high,300,1
2024-11-26 07:55:00,84.99707832713848,active_high,300,1
2024-11-26 08:00:00,95.7815897504317,active_high,300,1
2024-11-26 08:05:00,98.83879539203294,post_meal,300,1
2024-11-26 08:10:00,97.02693555932615,post_meal,300,1
2024-11-26 08:15:00,99.81342496038239,post_meal,300,1
2024-11-26 08:20:00,100.3021618038645,post_meal,300,1
2024-11-26 08:25:00,102.52211819910892,post_meal,300,1
2024-11-26 08:30:00,104.26604991322972,post_meal,300,1
2024-11-26 08:35:00,106.42307313416528,post_meal,300,1
2024-11-26 08:40:00,105.98278743274378,post_meal,300,1
2024-11-26 08:45:00,108.26946725836095,post_meal,300,1
2024-11-26 08:50:00,109.11466627702005,post_meal,300,1
2024-11-26 08:55:00,108.75621459585638,post_meal,300,1
2024-11-26 09:00:00,108.91366045090639,post_meal,300,1
2024-11-26 09:05:00,110.54475869333275,post_meal,300,1
2024-11-26 09:10:00,111.54636763873428,post_meal,300,1
2024-11-26 09:15:00,113.73085166329929,post_meal,300,1
2024-11-26 09:20:00,114.38829367579498,post_meal,300,1
2024-11-26 09:25:00,114.14853208123473,post_meal,300,1
2024-11-26 09:30:00,114.07471588535442,post_meal,300,1
2024-11-26 09:35:00,111.75225094849002,active_low,300,1
2024-11-26 09:40:00,109.99674812713567,active_low,300,1
2024-11-26 09:45:00,113.1891828036167,active_low,300,1
2024-11-26 09:50:00,113.16798434877954,active_low,300,1
2024-11-26 09:55:00,115.09710661008707,resting_awake,300,1
2024-11-26 10:00:00,118.49340743031826,resting_awake,300,1
2024-11-26 10:05:00,116.96861704407041,resting_awake,300,1
2024-11-26 10:10:00,117.06981009781407,resting_awake,300,1
2024-11-26 10:15:00,116.1567000585881,resting_awake,300,1
2024-11-26 10:20:00,115.8166175618801,resting_awake,300,1
2024-11-26 10:25:00,116.32817312734302,resting_awake,300,1
2024-11-26 10:30:00,114.77276211690818,resting_awake,300,1
2024-11-26 10:35:00,112.73994646211491,active_low,300,1
2024-11-26 10:40:00,114.86911203429672,active_low,300,1
2024-11-26 10:45:00,115.16885621104817,active_low,300,1
2024-11-26 10:50:00,117.30787014479384,active_low,300,1
2024-11-26 10:55:00,119.11458843457126,active_low,300,1
2024-11-26 11:00:00,114.69411374776253,active_low,300,1
2024-11-26 11:05:00,111.81413416239164,active_low,300,1
2024-11-26 11:10:00,104.34636641077921,active_low,300,1
2024-11-26 11:15:00,98.07366351865083,active_low,300,1
2024-11-26 11:20:00,101.64316733784732,active_low,300,1
2024-11-26 11:25:00,106.54209450716684,active_low,300,1
2024-11-26 11:30:00,106.84968308301177,active_low,300,1
2024-11-26 11:35:00,104.717861219495,active_low,300,1
2024-11-26 11:40:00,106.61449571079623,resting_awake,300,1
2024-11-26 11:45:00,109.14320050359191,resting_awake,300,1
2024-11-26 11:50:00,104.90259791074601,resting_awake,300,1
2024-11-26 11:55:00,100.89792416410843,resting_awake,300,1
2024-11-26 12:00:00,101.87933358313441,resting_awake,300,1
2024-11-26 12:05:00,92.7504801418835,resting_awake,300,1
2024-11-26 12:10:00,95.21673179743348,resting_awake,300,1
2024-11-26 12:15:00,91.80710100825715,resting_awake,300,1
2024-11-26 12:20:00,95.90899562626497,resting_awake,300,1
2024-11-26 12:25:00,92.36253783164804,resting_awake,300,1
2024-11-26 12:30:00,99.77670557486873,resting_awake,300,1
2024-11-26 12:35:00,107.95419068824366,resting_awake,300,1
2024-11-26 12:40:00,106.04537499402488,resting_awake,300,1
2024-11-26 12:45:00,104.95366434976792,resting_awake,300,1
2024-11-26 12:50:00,102.36883464651686,resting_awake,300,1
2024-11-26 12:55:00,105.11350230682174,resting_awake,300,1
2024-11-26 13:00:00,112.14559020516722,resting_awake,300,1
2024-11-26 13:05:00,110.5503895856134,post_meal,300,1
2024-11-26 13:10:00,108.89515615947059,post_meal,300,1
2024-11-26 13:15:00,110.42969030045671,post_meal,300,1
2024-11-26 13:20:00,112.50744553924498,post_meal,300,1
2024-11-26 13:25:00,112.83326624334529,post_meal,300,1
2024-11-26 13:30:00,116.38152220516844,post_meal,300,1
2024-11-26 13:35:00,118.03984685928974,post_meal,300,1
2024-11-26 13:40:00,118.08319472379621,post_meal,300,1
2024-11-26 13:45:00,118.79239175058676,post_meal,300,1
2024-11-26 13:50:00,119.33491952161509,post_meal,300,1
2024-11-26 13:55:00,119.47571826259852,post_meal,300,1
2024-11-26 14:00:00,120.39156077664096,post_meal,300,1
2024-11-26 14:05:00,117.84336748701101,post_meal,300,1
2024-11-26 14:10:00,117.87806377827862,post_meal,300,1
2024-11-26 14:15:00,118.8979631370509,post_meal,300,1
2024-11-26 14:20:00,120.06925614075713,post_meal,300,1
2024-11-26 14:25:00,120.02449936047299,post_meal,300,1
2024-11-26 14:30:00,121.391195258359,post_meal,300,1
2024-11-26 14:35:00,122.35794782370044,post_meal,300,1
2024-11-26 14:40:00,126.04926090598417,post_meal,300,1
2024-11-26 14:45:00,128.06286965302502,post_meal,300,1
2024-11-26 14:50:00,129.10437648527858,post_meal,300,1
