start_time,context,duration_minutes
2024-11-28 03:42:00,sleep,64
2024-11-28 04:46:00,sleep,68
2024-11-28 05:54:00,sleep,70
2024-11-28 07:04:00,resting_awake,37
2024-11-28 07:41:00,resting_awake,25
2024-11-28 08:06:00,post_meal,32
2024-11-28 08:38:00,post_meal,57
2024-11-28 09:35:00,active_low,17
2024-11-28 09:52:00,stress_event,23
2024-11-28 10:15:00,resting_awake,52
2024-11-28 11:07:00,resting_awake,37
2024-11-28 11:44:00,resting_awake,83
2024-11-28 13:07:00,post_meal,84
2024-11-28 14:31:00,active_low,20
2024-11-28 14:51:00,resting_awake,57
2024-11-28 15:48:00,resting_awake,54
2024-11-28 16:42:00,resting_awake,65
2024-11-28 17:47:00,active_low,22
2024-11-28 18:09:00,post_exercise,26
2024-11-28 18:35:00,post_exercise,26
2024-11-28 19:01:00,post_meal,83
2024-11-28 20:24:00,post_meal,70
2024-11-28 21:34:00,resting_awake,51
2024-11-28 22:25:00,resting_awake,55
2024-11-28 23:20:00,sleep,36
2024-11-28 23:56:00,sleep,40
2024-11-29 00:36:00,sleep,48
2024-11-29 01:24:00,sleep,83
2024-11-29 02:47:00,sleep,84
2024-11-29 04:11:00,sleep,58
2024-11-29 05:09:00,sleep,74
2024-11-29 06:23:00,sleep_transition,28
2024-11-29 06:51:00,sleep_transition,18
2024-11-29 07:09:00,resting_awake,16
2024-11-29 07:25:00,resting_awake,39
2024-11-29 08:04:00,post_meal,41
2024-11-29 08:45:00,post_meal,31
2024-11-29 09:16:00,resting_awake,57
2024-11-29 10:13:00,active_low,20
2024-11-29 10:33:00,resting_awake,66
2024-11-29 11:39:00,resting_awake,37
2024-11-29 12:16:00,post_meal,67
2024-11-29 13:23:00,post_meal,46
2024-11-29 14:09:00,active_low,36
2024-11-29 14:45:00,stress_event,21
2024-11-29 15:06:00,active_low,34
2024-11-29 15:40:00,active_low,16
2024-11-29 15:56:00,resting_awake,55
2024-11-29 16:51:00,resting_awake,80
2024-11-29 18:11:00,post_exercise,29
2024-11-29 18:40:00,resting_awake,39
2024-11-29 19:19:00,post_meal,105
2024-11-29 21:04:00,resting_awake,31
2024-11-29 21:35:00,resting_awake,32
2024-11-29 22:07:00,resting_awake,31
2024-11-29 22:38:00,resting_awake,31
2024-11-29 23:09:00,sleep,33
2024-11-29 23:42:00,sleep,50
2024-11-30 00:32:00,sleep,56
2024-11-30 01:28:00,sleep,49
2024-11-30 02:17:00,sleep,30
2024-11-30 02:47:00,sleep,87
2024-11-30 04:14:00,sleep,37
2024-11-30 04:51:00,sleep,72
2024-11-30 06:03:00,sleep_transition,17
2024-11-30 06:20:00,sleep_transition,11
2024-11-30 06:31:00,sleep_transition,29
2024-11-30 07:00:00,resting_awake,36
2024-11-30 07:36:00,resting_awake,19
2024-11-30 07:55:00,resting_awake,30
2024-11-30 08:25:00,post_meal,48
2024-11-30 09:13:00,active_low,15
2024-11-30 09:28:00,resting_awake,46
2024-11-30 10:14:00,resting_awake,73
2024-11-30 11:27:00,resting_awake,44
2024-11-30 12:11:00,post_meal,85
2024-11-30 13:36:00,post_meal,48
2024-11-30 14:24:00,resting_awake,43
2024-11-30 15:07:00,resting_awake,75
2024-11-30 16:22:00,active_low,15
2024-11-30 16:37:00,stress_event,29
2024-11-30 17:06:00,active_low,30
2024-11-30 17:36:00,active_low,34
2024-11-30 18:10:00,resting_awake,33
2024-11-30 18:43:00,post_exercise,21
2024-11-30 19:04:00,post_meal,91
2024-11-30 20:35:00,post_meal,66
2024-11-30 21:41:00,resting_awake,55
2024-11-30 22:36:00,resting_awake,50
2024-11-30 23:26:00,sleep,78
2024-12-01 00:44:00,sleep,54
2024-12-01 01:38:00,sleep,69
2024-12-01 02:47:00,sleep,67
2024-12-01 03:54:00,sleep,63
2024-12-01 04:57:00,sleep,84
2024-12-01 06:21:00,sleep_transition,14
2024-12-01 06:35:00,sleep_transition,11
2024-12-01 06:46:00,sleep_transition,15
2024-12-01 07:01:00,active_high,35
2024-12-01 07:36:00,resting_awake,20
2024-12-01 07:56:00,resting_awake,32
2024-12-01 08:28:00,post_meal,43
2024-12-01 09:11:00,resting_awake,46
2024-12-01 09:57:00,resting_awake,85
2024-12-01 11:22:00,active_low,19
2024-12-01 11:41:00,resting_awake,56
2024-12-01 12:37:00,post_meal,55
2024-12-01 13:32:00,post_meal,46
2024-12-01 14:18:00,stress_event,26
2024-12-01 14:44:00,active_low,25
2024-12-01 15:09:00,resting_awake,42
2024-12-01 15:51:00,resting_awake,85
2024-12-01 17:16:00,active_high,52
2024-12-01 18:08:00,post_exercise,16
2024-12-01 18:24:00,resting_awake,27
2024-12-01 18:51:00,post_exercise,17
2024-12-01 19:08:00,post_meal,60
2024-12-01 20:08:00,post_meal,67
2024-12-01 21:15:00,resting_awake,58
2024-12-01 22:13:00,resting_awake,55
2024-12-01 23:08:00,sleep,75
